1514;380
1513;382
1513;385
1514;388
1515;390
1517;393
1519;395
1520;397
1519;400
1518;402
1516;404
1515;407
1516;409
1516;411
1515;414
1513;416
1511;418
1510;421
1508;423
1507;427
1507;429
1507;431
1508;434
1509;436
1510;438
1512;441
1513;443
1513;445
1513;448
1512;450
1510;452
1508;455
1507;457
1506;459
1507;462
1508;464
1511;467
1511;470
1510;472
1509;475
1507;477
1506;479
1504;482
1503;484
1503;486
1502;489
1502;491
1503;493
1504;496
1504;498
1504;500
1505;503
1504;505
1504;508
1505;510
1505;513
1505;516
1505;518
1507;520
1507;523
1505;525
1502;527
1500;530
1499;532
1499;534
1500;537
1500;539
1500;542
1500;544
1500;546
1503;549
1504;551
1506;553
1507;557
1508;559
1509;561
1509;564
1510;566
1510;568
1510;571
1510;573
1510;575
1510;578
1510;580
1510;583
1511;585
1511;587
1513;590
1515;592
1517;594
1517;598
1516;600
1515;602
1514;605
1513;607
1513;609
1512;612
1512;614
1513;617
1515;619
1515;621
1515;624
1513;626
1512;628
1511;631
1510;633
1512;635
1514;638
1515;641
1515;643
1513;646
1512;648
1511;650
1511;653
1512;655
1513;658
1514;660
1514;662
1513;665
1511;667
1509;669
1508;672
1509;674
1509;676
1508;679
1508;681
1508;684
1508;687
1507;689
1505;692
1504;694
1502;696
1501;699
1501;701
1501;703
1502;706
1503;708
1505;710
1507;713
1508;715
1508;717
1507;720
1507;722
1507;724
1507;728
1508;730
1506;733
1504;735
1502;737
1501;740
1500;742
1500;744
1500;747
1500;749
1500;751
1500;754
1501;756
1500;758
1499;761
1498;763
1497;766
1497;769
1497;771
1498;774
1498;776
1499;778
1499;781
1499;783
1499;785
1500;788
1501;790
1503;792
1504;795
1504;797
1504;799
1503;802
1502;804
1502;807
1503;809
1505;812
1506;815
1507;817
1508;819
1507;822
1507;824
1507;826
1506;829
1505;831
1503;833
1502;836
1501;838
1500;841
1500;843
1500;845
1500;848
1500;850
1500;852
1500;856
1500;858
1499;860
1499;863
1498;865
1498;867
1497;870
1497;872
1496;874
1496;877
1496;879
1496;882
1496;884
1496;886
1497;889
1497;891
1496;893
1494;897
1493;899
1493;901
1496;904
1500;906
1503;908
1505;911
1505;913
1506;916
1510;918
1514;920
1517;923
1516;925
1511;927
1507;930
1503;932
1500;934
1499;937
1498;940
1498;942
1498;945
1498;947
1498;949
1497;952
1496;954
1495;957
1495;959
1495;961
1495;964
1495;966
1495;968
1496;971
1496;973
1498;975
1499;978
1499;980
1500;983
1501;986
1503;988
1506;990
1508;993
1509;995
1505;998
1501;1000
1498;1002
1496;1005
1495;1007
1494;1010
1494;1012
1493;1014
1492;1017
1492;1019
1492;1022
1493;1025
1493;1027
1493;1030
1493;1032
1492;1035
1494;1037
1499;1039
1505;1042
1508;1044
1507;1047
1504;1049
1500;1051
1498;1054
1498;1056
1499;1059
1500;1061
1500;1063
1499;1067
1497;1069
1495;1072
1495;1074
1496;1076
1497;1079
1500;1081
1508;1084
1514;1086
1516;1088
1517;1091
1515;1093
1512;1096
1506;1098
1499;1100
1493;1103
1487;1105
1485;1108
1485;1111
1483;1114
1482;1116
1482;1118
1484;1121
1486;1123
1487;1126
1488;1128
1489;1130
1488;1133
1490;1135
1491;1138
1490;1140
1489;1142
1487;1145
1484;1147
1483;1150
1484;1153
1485;1155
1489;1158
1492;1160
1492;1163
1498;1165
1503;1167
1501;1170
1496;1172
1492;1175
1487;1177
1484;1179
1483;1182
1484;1184
1486;1187
1490;1189
1493;1191
1492;1195
1492;1197
1492;1200
1490;1202
1489;1205
1490;1207
1490;1209
1491;1212
1495;1214
1501;1217
1511;1219
1515;1221
1513;1224
1509;1226
1506;1229
1500;1231
1495;1233
1490;1236
1485;1239
1486;1242
1488;1244
1490;1246
1500;1249
1508;1251
1509;1254
1506;1256
1502;1258
1498;1261
1497;1263
1495;1266
1493;1268
1497;1270
1506;1273
1516;1275
1523;1278
1526;1281
1526;1284
1521;1286
1517;1288
1514;1291
1509;1293
1503;1296
1497;1298
1495;1300
1501;1303
1506;1305
1509;1308
1509;1310
1510;1312
1519;1315
1524;1317
1533;1320
1533;1323
1527;1325
1518;1328
1513;1330
1508;1333
1498;1335
1494;1337
1490;1340
1487;1342
1485;1345
1487;1347
1492;1349
