1491	4727
1499	4730
1500	4732
1497	4734
1497	4738
1499	4740
1500	4743
1499	4745
1498	4747
1511	4750
1525	4752
1525	4755
1513	4757
1506	4759
1505	4762
1504	4764
1496	4767
1492	4769
1494	4771
1494	4774
1493	4776
1490	4780
1485	4782
1483	4785
1484	4787
1488	4789
1490	4792
1487	4794
1486	4797
1489	4799
1492	4801
1498	4804
1500	4806
1496	4809
1490	4811
1493	4813
1496	4816
1496	4818
1501	4822
1508	4824
1513	4826
1518	4829
1521	4831
1519	4834
1510	4836
1499	4838
1493	4841
1501	4843
1507	4846
1503	4848
1493	4850
1486	4853
1486	4855
1489	4858
1490	4860
1487	4864
1486	4866
1487	4868
1489	4871
1497	4873
1503	4876
1503	4878
1495	4880
1485	4883
1480	4885
1484	4888
1492	4890
1497	4892
1497	4895
1495	4897
1489	4900
1486	4902
1489	4904
1495	4908
1503	4910
1506	4913
1517	4915
1527	4917
1533	4920
1525	4922
1508	4925
1494	4927
1485	4929
1481	4932
1480	4934
1480	4937
1479	4939
1475	4942
1473	4944
1472	4946
1472	4950
1474	4952
1476	4955
1482	4957
1510	4959
1540	4962
1545	4964
1529	4967
1503	4969
1493	4971
1487	4974
1484	4976
1485	4979
1492	4981
1508	4983
1518	4986
1515	4988
1508	4992
1493	4994
1487	4996
1487	4999
1488	5001
1487	5004
1484	5006
1492	5008
1504	5011
1509	5013
1503	5016
1490	5018
1481	5021
1480	5023
1483	5025
1487	5028
1496	5030
1499	5033
1501	5036
1498	5038
1501	5041
1501	5043
1499	5046
1498	5048
1501	5050
1509	5053
1521	5055
1525	5058
1522	5060
1513	5062
1504	5065
1495	5067
1488	5070
1483	5072
1483	5074
1485	5078
1485	5080
1488	5083
1488	5085
1486	5088
1491	5090
1506	5092
1515	5095
1523	5097
1520	5100
1513	5102
1512	5104
1513	5107
1514	5109
1507	5112
1506	5114
1503	5116
1497	5120
1492	5122
1495	5125
1500	5127
1498	5129
1489	5132
1484	5134
1488	5137
1494	5139
1495	5141
1495	5144
1496	5146
1500	5149
1502	5151
1495	5154
1487	5156
1481	5158
1478	5161
1476	5164
1473	5167
1473	5169
1474	5171
1481	5174
1496	5176
1504	5179
1510	5181
1507	5183
1502	5186
1500	5188
1503	5191
1508	5193
1513	5195
1511	5198
1508	5200
1505	5203
1499	5206
1492	5208
1485	5211
1481	5213
1480	5216
1482	5218
1487	5220
1493	5223
1494	5225
1491	5228
1485	5230
1479	5233
1476	5235
1477	5237
1482	5240
1495	5242
1520	5245
1550	5248
1560	5250
1547	5253
1523	5255
1501	5258
1493	5260
1496	5262
1497	5265
1501	5267
1506	5270
1511	5272
1513	5274
1508	5277
1500	5279
1495	5282
1489	5284
1487	5286
1486	5289
1484	5292
1482	5295
1481	5297
1481	5299
1482	5302
1486	5304
1490	5307
1491	5309
1491	5311
1502	5314
1517	5316
1532	5319
1537	5321
1534	5324
1526	5326
1516	5328
1509	5331
1509	5334
1509	5337
1505	5339
1504	5341
1503	5344
1504	5346
1511	5349
1510	5351
1501	5353
1491	5356
1484	5358
1481	5361
1481	5363
1482	5365
1484	5368
1491	5370
1498	5373
1499	5376
1496	5378
1496	5381
1497	5383
1502	5386
1505	5388
1509	5390
1514	5393
1514	5395
1514	5398
1515	5400
1509	5403
1504	5405
1496	5407
1490	5410
1493	5412
1509	5415
1533	5417
1547	5420
1542	5423
1529	5425
1508	5428
1497	5430
1502	5432
1505	5435
1502	5437
1494	5440
1490	5442
1491	5444
1493	5447
1496	5449
1495	5452
1495	5454
1492	5456
1492	5459
1503	5462
1511	5465
1515	5467
1515	5469
1516	5472
1518	5474
1517	5477
1519	5479
1524	5482
1520	5484
1513	5486
1500	5489
1487	5491
1482	5494
1483	5496
1490	5498
1507	5501
1515	5504
1513	5507
1503	5509
1497	5511
1497	5514
1495	5516
1495	5519
1489	5521
1483	5523
1487	5526
1491	5528
1491	5531
1487	5533
1482	5535
1484	5538
1491	5540
1498	5543
1504	5545
1504	5548
1500	5551
1508	5553
1509	5556
1508	5558
1503	5561
1497	5563
1501	5565
1504	5568
1513	5570
1518	5573
1513	5575
1509	5577
1511	5580
1511	5582
1508	5585
1497	5587
1489	5590
1490	5593
1495	5595
1495	5598
1490	5600
1494	5602
1505	5605
1514	5607
1510	5610
1498	5612
1485	5614
1487	5617
1500	5619
1520	5622
1530	5624
1525	5627
1515	5629
1498	5632
1493	5635
1499	5637
1507	5640
1518	5642
1521	5644
1519	5647
1510	5649
1496	5652
1483	5654
1479	5656
1495	5659
1514	5661
1515	5664
1497	5666
1477	5668
1465	5671
1460	5673
1465	5677
1475	5679
1486	5681
1490	5684
1498	5686
1514	5689
1530	5691
1547	5694
1553	5696
1540	5698
1515	5701
1509	5703
1502	5706
1499	5708
1507	5710
1523	5713
1545	5715
1555	5719
1542	5721
1514	5723
1484	5726
1472	5728
1472	5731
1484	5733
1490	5735
1506	5738
1530	5740
1538	5743
1522	5745
1489	5747
1465	5750
1456	5752
1466	5755
1478	5757
1486	5760
1483	5763
1491	5765
1502	5768
1528	5770
1528	5773
1512	5775
1492	5777
1478	5780
1471	5782
1486	5785
1486	5787
1482	5789
1483	5792
1503	5794
1508	5797
1496	5799
1466	5801
1445	5805
1441	5807
1442	5810
1450	5812
1449	5814
1442	5817
1448	5819
1445	5822
1435	5824
1432	5826
1426	5829
1417	5831
1410	5834
1423	5836
1453	5838
1454	5841
1433	5843
1406	5847
1397	5849
1400	5852
1421	5854
1447	5856
1467	5859
1470	5861
1461	5864
1438	5866
1412	5868
1397	5871
1394	5873
1413	5876
1446	5878
1477	5880
1501	5883
1518	5885
1511	5889
1479	5891
1449	5893
1430	5896
1432	5898
1460	5901
1499	5903
1509	5905
1489	5908
1456	5910
1448	5913
1453	5915
1476	5917
1495	5920
1502	5922
1487	5925
1466	5927
1451	5931
1445	5933
1443	5935
1472	5938
1518	5940
1541	5943
1523	5945
1499	5947
1496	5950
1491	5952
1486	5955
1481	5957
1495	5959
1515	5962
1509	5964
1501	5967
1508	5969
1520	5971
1529	5975
1527	5977
1512	5980
1495	5982
1485	5984
1497	5987
1508	5989
1506	5992
1485	5994
1475	5996
1480	5999
1491	6001
1515	6004
1513	6006
1490	6009
1465	6011
1445	6013
1454	6017
1479	6019
1500	6022
1526	6024
1525	6026
1502	6029
1483	6031
1492	6034
1507	6036
1510	6038
1497	6041
1485	6043
1480	6046
1487	6048
1493	6050
1480	6053
1460	6055
1459	6059
1481	6061
1510	6063
1513	6066
1497	6068
1474	6071
1458	6073
1444	6075
1438	6078
1434	6080
1446	6083
1512	6085
1553	6088
1537	6090
1486	6092
1458	6095
1461	6097
1473	6100
1480	6103
1475	6105
1459	6108
1447	6110
1450	6113
1469	6115
1477	6117
1480	6120
1483	6122
1471	6125
1458	6127
1449	6129
1438	6132
1425	6134
1406	6137
1400	6139
1405	6141
1439	6145
1477	6147
1481	6150
1461	6152
1434	6154
1405	6157
1391	6159
1385	6162
1385	6164
1387	6167
1397	6169
1411	6171
1408	6174
1403	6176
1404	6179
1391	6181
1374	6183
1358	6187
1362	6189
1379	6192
1380	6194
1371	6196
1357	6199
1374	6201
1409	6204
1424	6206
1427	6208
1414	6211
1402	6213
1383	6216
1370	6218
1370	6220
1412	6223
1452	6225
1453	6228
1435	6231
1415	6234
1404	6236
1400	6238
1404	6241
1436	6243
1459	6246
1444	6248
1415	6250
1415	6253
1430	6255
1436	6258
1426	6260
1408	6262
1408	6265
1425	6267
1465	6270
1502	6273
1506	6275
1473	6278
1460	6280
1462	6283
1466	6285
1484	6287
1498	6290
1505	6292
1491	6295
1465	6297
1454	6299
1460	6302
1470	6304
1497	6307
1516	6309
1510	6312
1478	6315
1451	6317
1447	6320
1455	6322
1464	6325
1480	6327
1493	6329
1502	6332
1533	6334
1550	6337
1540	6339
1517	6341
1504	6344
1503	6346
1518	6349
1536	6351
1538	6353
1533	6356
1545	6359
1547	6362
1544	6364
1539	6367
1544	6369
1543	6371
1542	6374
1548	6376
1553	6379
1563	6381
1566	6383
1560	6386
1544	6388
1522	6391
1516	6393
1529	6395
1541	6398
1540	6401
1554	6404
1557	6406
1550	6408
1529	6411
1528	6413
1535	6416
1544	6418
1561	6420
1605	6423
1608	6425
1582	6428
1540	6430
1530	6432
1547	6435
1576	6437
1611	6440
1606	6443
1585	6446
1557	6448
1525	6450
1509	6453
1504	6455
1520	6458
1534	6460
1557	6462
1582	6465
1579	6467
1554	6470
1538	6472
1531	6474
1523	6477
1512	6479
1506	6482
1520	6484
1537	6487
1550	6490
1571	6492
1583	6495
1573	6497
1552	6499
1540	6502
1532	6504
1529	6507
1545	6509
1573	6511
1578	6514
1556	6516
1541	6519
1549	6521
1548	6523
1536	6526
1540	6529
1556	6532
1554	6534
1528	6537
1507	6539
1494	6541
1497	6544
1520	6546
1549	6549
1570	6551
1561	6553
1532	6556
1513	6558
1504	6561
1515	6563
1532	6565
1552	6568
1560	6571
1569	6574
1562	6576
1545	6578
1532	6581
1524	6583
1517	6586
1534	6588
1558	6590
1551	6593
1521	6595
1501	6598
1502	6600
1515	6602
1516	6605
1517	6607
1520	6610
1512	6612
1493	6616
1467	6618
1459	6620
1466	6623
1475	6625
1483	6628
1478	6630
1471	6632
1464	6635
1458	6637
1461	6640
1473	6642
1504	6644
1519	6647
1511	6649
1506	6652
1505	6654
1494	6657
1478	6660
1474	6662
1494	6665
1511	6667
1517	6669
1512	6672
1496	6674
1473	6677
1455	6679
1450	6681
1452	6684
1469	6686
1498	6689
1535	6691
1549	6693
1543	6696
1508	6699
1481	6702
1466	6704
1465	6707
1476	6709
1493	6711
1519	6714
1539	6716
1539	6719
1540	6721
1532	6723
1518	6726
1510	6728
1515	6731
1524	6733
1520	6735
1509	6738
1496	6740
1488	6744
1485	6746
1488	6748
1498	6751
1525	6753
1575	6756
1595	6758
1572	6760
1531	6763
1511	6765
1514	6768
1523	6770
1539	6772
1552	6775
1562	6777
1570	6780
1571	6782
1566	6786
1552	6788
1535	6790
1526	6793
1520	6795
1512	6798
1508	6800
1504	6802
1500	6805
1497	6807
1509	6810
1545	6812
1584	6814
1596	6817
1588	6819
1557	6822
1524	6824
1501	6827
1516	6830
1552	6832
1570	6835
1566	6837
1542	6839
1520	6842
1508	6844
1504	6847
1528	6849
1553	6851
1555	6854
1525	6856
1501	6859
1507	6861
1522	6864
1516	6866
1488	6868
1469	6872
1477	6874
1503	6877
1524	6879
1543	6881
1547	6884
1532	6886
1503	6889
1486	6891
1490	6893
1518	6896
1536	6898
1537	6901
1522	6903
1508	6905
1499	6908
1489	6910
1481	6914
1469	6916
1465	6918
1462	6921
1460	6923
1483	6926
1547	6928
1577	6930
1553	6933
1502	6935
1468	6938
1457	6940
1449	6943
1450	6945
1455	6947
1474	6950
1537	6952
1596	6956
1598	6958
1547	6960
1495	6963
1475	6965
1468	6968
1467	6970
1467	6972
1471	6975
1487	6977
1509	6980
1520	6982
1510	6984
1498	6987
1511	6989
