1494;2
1494;4
1495;7
1496;9
1498;11
1500;13
1500;16
1501;18
1503;20
1505;23
1506;25
1506;27
1505;30
1502;32
1499;34
1495;36
1493;39
1492;41
1493;44
1493;47
1494;49
1495;51
1498;54
1505;56
1515;58
1519;61
1516;63
1512;65
1507;67
1500;70
1498;72
1497;74
1497;77
1496;79
1497;81
1501;84
1503;87
1508;89
1511;91
1511;94
1508;96
1505;98
1503;101
1500;103
1498;105
1498;108
1498;110
1498;112
1498;115
1498;117
1500;120
1503;122
1504;124
1502;128
1499;130
1497;132
1498;135
1498;137
1499;139
1501;142
1499;144
1496;146
1494;149
1494;151
1494;153
1494;156
1497;158
1498;161
1497;163
1495;165
1495;168
1495;171
1495;173
1495;176
1495;178
1498;180
1500;183
1503;185
1504;187
1502;190
1499;192
1495;194
1493;197
1492;199
1491;202
1495;204
1511;206
1520;209
1522;211
1521;214
1518;217
1510;219
1503;221
1497;224
1495;226
1492;228
1490;231
1489;233
1488;236
1488;238
1490;240
1498;243
1501;245
1500;247
1496;250
1490;252
1487;254
1487;258
1486;260
1486;262
1486;265
1486;267
1486;269
1487;272
1489;274
1490;277
1490;279
1490;281
1490;284
1489;286
1489;288
1488;291
1488;293
1490;295
1497;299
1506;301
1508;303
1505;306
1499;308
1492;310
1489;313
1488;315
1488;318
1488;320
1488;322
1492;325
1500;327
1503;329
1503;332
1502;334
1497;336
1492;339
1490;342
1489;344
1489;347
1488;349
1488;352
1493;354
1505;356
1514;359
1514;361
1508;363
1501;366
1495;368
1492;370
1490;373
1489;375
1487;377
1487;380
1487;382
1501;385
1508;388
1509;390
1506;393
1502;395
1497;397
1493;400
1491;402
1489;404
1488;407
1487;409
1486;411
1485;414
1485;416
1485;418
1485;421
1486;423
1487;425
1488;429
1488;431
1489;434
1495;436
1509;438
1512;441
1509;443
1506;445
1497;448
1492;450
1491;452
1490;455
1490;457
1490;459
1490;462
1490;464
1491;467
1493;470
1498;472
1500;475
1501;477
1499;479
1497;482
1495;484
1493;486
1493;489
1492;491
1492;493
1492;496
1492;498
1492;500
1492;503
1493;505
1493;508
1493;510
1493;513
1493;516
1493;518
1493;520
1494;523
1495;525
1504;527
1525;530
1536;532
1540;534
1535;537
1524;539
1509;541
1501;544
1498;546
1494;549
1492;551
1491;553
1492;557
1495;559
1495;561
1494;564
1493;566
1491;568
1490;571
1488;573
1488;575
1487;578
1487;580
1487;583
1487;585
1488;587
1490;590
1491;592
1491;594
1490;598
1489;600
1489;602
1488;605
1489;607
1500;609
1529;612
1544;614
1540;616
1526;619
1512;621
1499;624
1494;626
1491;628
1489;631
1487;633
1486;635
1485;638
1485;641
1486;643
1486;646
1489;648
1490;650
1492;653
1492;655
1490;658
1488;660
1487;662
1486;665
1486;667
1485;669
1486;672
1485;674
1486;676
1486;679
1485;681
1486;684
1488;687
1490;689
1490;691
1490;694
1488;696
1488;699
1491;701
1506;703
1518;706
1524;708
1524;710
1516;713
1506;715
1499;717
1494;720
1496;722
1506;724
1516;728
1514;730
1506;732
1492;735
1483;737
1481;740
1479;742
1479;744
1480;747
1481;749
1484;751
1495;754
1528;756
1540;758
1538;761
1529;763
1515;765
1507;769
1499;771
1494;774
1493;776
1495;778
1508;781
1516;783
1519;785
1521;788
1509;790
1495;792
1481;795
1474;797
1471;799
1475;802
1479;804
1487;806
1485;809
1492;812
1506;815
1503;817
1486;819
1473;822
1467;824
1465;826
1465;829
1469;831
1480;833
1502;836
1496;838
1479;840
1463;843
1454;845
1453;848
1450;850
1449;852
1447;856
1453;858
1464;860
1476;863
1493;865
1504;867
1505;870
1518;872
1515;874
1498;877
1481;879
1482;881
1489;884
1496;886
1503;889
1508;891
1505;893
1502;897
1492;899
1479;901
1469;904
1463;906
1461;908
1470;911
1480;913
1483;915
1484;918
1486;920
1480;923
1473;925
1469;927
1470;930
1475;932
1486;934
1511;937
1518;940
1530;942
1525;945
1509;947
1489;949
1478;952
1471;954
1468;956
1467;959
1474;961
1504;964
1511;966
1509;968
1510;971
1511;973
1505;975
1496;978
1486;980
1476;983
1474;986
1483;988
1505;990
1517;993
1516;995
1502;998
1486;1000
1472;1002
1465;1005
1461;1007
1476;1009
1479;1012
1483;1014
1486;1017
1472;1019
1461;1021
1455;1025
1453;1027
1453;1030
